age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
55,42809,65656,1,Single,Unemployed,High School,27.7,Own,22,Education,AZ,3,31477,0
45,67205,40737,2,Single,Self-Employed,Master's,10.9,Own,24,Auto Loan,AZ,1,63146,0
30,65517,14295,0,Single,Employed,High School,37.97,Rent,8,Personal,AZ,0,23842,0
39,131836,78305,2,Single,Employed,Master's,47.99,Rent,27,Personal,FL,3,74690,0
32,90808,15936,0,Single,Employed,Master's,46.91,Rent,22,Personal,CA,2,45560,0
51,68713,66765,4,Single,Unemployed,High School,21.76,Mortgage,23,Education,FL,2,36080,0
53,128373,86954,3,Single,Employed,High School,20.69,Mortgage,0,Auto Loan,FL,0,75517,0
35,123552,40418,0,Divorced,Self-Employed,Bachelor's,42.57,Rent,4,Education,FL,2,57683,0
43,139001,28634,4,Married,Employed,High School,10.8,Own,10,Personal,FL,4,58607,0
45,130733,28352,3,Married,Unemployed,Bachelor's,44.09,Mortgage,9,Auto Loan,AZ,3,27403,0
44,91747,94113,1,Single,Self-Employed,Bachelor's,32.67,Own,28,Auto Loan,CA,1,76419,1
38,71981,57540,1,Married,Employed,Bachelor's,38.5,Own,6,Education,AZ,3,27712,1
52,64330,16174,2,Married,Unemployed,High School,29.73,Mortgage,4,Education,AZ,2,24880,0
41,34658,79287,3,Divorced,Employed,Master's,27.36,Own,11,Personal,AZ,4,24798,0
36,138148,72802,2,Single,Unemployed,Master's,19.43,Rent,24,Home Loan,FL,4,69134,0
58,117406,27603,0,Single,Employed,Master's,12.74,Rent,18,Education,CA,2,89181,0
35,103253,26136,0,Single,Self-Employed,Master's,23.14,Rent,17,Personal,FL,1,23891,1
27,123055,76356,2,Single,Unemployed,Bachelor's,25.36,Mortgage,6,Home Loan,FL,2,79765,0
47,45304,36163,0,Married,Unemployed,Master's,27.64,Mortgage,22,Personal,FL,3,29724,0
40,111732,40843,3,Married,Self-Employed,High School,41.48,Rent,20,Education,FL,0,79433,0
44,124082,64869,0,Single,Self-Employed,Bachelor's,30.13,Own,6,Education,FL,1,37381,1
33,126902,28948,0,Divorced,Employed,High School,42.74,Own,26,Auto Loan,CA,2,88838,0
56,39502,2264,2,Single,Unemployed,Bachelor's,11.28,Mortgage,1,Personal,CA,1,45290,0
26,44380,32685,3,Divorced,Self-Employed,Bachelor's,36.43,Rent,21,Personal,FL,1,70349,0
44,82820,77814,0,Married,Employed,High School,36.02,Own,23,Education,FL,3,29828,1
55,44448,90759,0,Divorced,Self-Employed,Master's,33.27,Rent,28,Education,CA,3,59367,0
36,127091,58703,4,Single,Unemployed,Master's,41.76,Own,10,Education,CA,2,29209,0
50,142947,52924,0,Single,Self-Employed,Bachelor's,43.83,Own,13,Education,AZ,1,62656,0
52,54138,87548,3,Single,Self-Employed,High School,17.13,Mortgage,29,Home Loan,FL,1,38499,0
38,61040,88751,0,Married,Employed,High School,40.25,Own,8,Auto Loan,AZ,0,22264,0
35,129811,54617,3,Married,Self-Employed,Master's,49.3,Mortgage,24,Personal,CA,2,96316,0
40,67977,64226,1,Married,Employed,High School,29.72,Own,21,Personal,AZ,4,20200,1
39,82694,64704,4,Divorced,Self-Employed,Bachelor's,21.21,Mortgage,14,Home Loan,FL,2,45570,0
44,124432,68880,1,Married,Self-Employed,High School,13.76,Rent,21,Personal,FL,0,17122,1
38,142272,61788,0,Single,Self-Employed,Master's,40.23,Own,17,Auto Loan,CA,1,57235,0
45,113543,87598,0,Single,Self-Employed,Master's,36.45,Own,12,Education,FL,2,41385,1
44,138506,61044,1,Divorced,Unemployed,High School,47.44,Mortgage,14,Auto Loan,AZ,0,30705,0
38,136618,56123,1,Married,Self-Employed,Bachelor's,23.53,Own,2,Home Loan,FL,1,32145,1
27,74785,66686,4,Married,Self-Employed,High School,12.83,Rent,7,Auto Loan,CA,2,50967,0
32,132649,72875,0,Married,Employed,Bachelor's,47.88,Rent,2,Auto Loan,AZ,2,63513,0
41,98800,80513,1,Married,Self-Employed,High School,16.96,Own,2,Home Loan,FL,0,78675,1
45,101612,41879,1,Single,Self-Employed,High School,20.74,Own,22,Auto Loan,FL,4,21074,1
47,109049,46263,0,Married,Self-Employed,Master's,48.4,Rent,19,Personal,FL,2,52785,0
29,128350,83195,3,Married,Unemployed,Master's,30.47,Rent,21,Auto Loan,FL,2,51893,0
36,39790,90692,0,Single,Employed,Bachelor's,14.46,Rent,24,Education,AZ,0,54503,0
50,129659,45408,1,Single,Self-Employed,Bachelor's,40.73,Own,26,Home Loan,AZ,2,52804,0
46,62748,25096,0,Married,Employed,Master's,18.63,Own,2,Home Loan,AZ,4,11688,1
33,79189,58334,1,Divorced,Employed,Master's,12.67,Mortgage,8,Auto Loan,AZ,0,98388,1
48,95029,90570,1,Married,Self-Employed,High School,19.92,Rent,19,Auto Loan,CA,1,18926,1
32,123851,3252,2,Married,Unemployed,High School,18.09,Own,26,Education,CA,4,53023,0
48,132553,43054,1,Divorced,Employed,High School,38.98,Own,16,Auto Loan,CA,0,29421,1
46,81791,70355,1,Single,Employed,High School,44.92,Rent,2,Personal,AZ,3,36739,0
43,116446,48834,1,Divorced,Employed,Bachelor's,39.64,Mortgage,4,Personal,AZ,2,64554,1
55,146558,9106,0,Single,Unemployed,High School,18.53,Mortgage,6,Personal,FL,0,41901,0
36,46045,26553,0,Divorced,Unemployed,Bachelor's,46.18,Rent,23,Education,FL,1,53783,0
29,31457,72121,0,Divorced,Unemployed,Bachelor's,19.11,Own,21,Home Loan,FL,4,89149,0
47,91281,5663,2,Divorced,Employed,High School,27.26,Own,16,Auto Loan,AZ,2,44156,0
32,99343,49047,0,Single,Self-Employed,Master's,40.42,Rent,9,Education,FL,2,40154,0
31,49974,52772,0,Divorced,Unemployed,Master's,11.3,Rent,1,Home Loan,FL,0,70496,0
35,136140,67619,0,Single,Employed,Master's,31.14,Own,17,Personal,CA,0,42392,1
34,79240,73878,1,Single,Self-Employed,Bachelor's,14.69,Own,3,Personal,FL,3,11643,1
43,42824,1983,2,Divorced,Employed,High School,20.5,Mortgage,23,Personal,AZ,1,97480,0
47,144122,85382,1,Married,Employed,Master's,45.26,Own,27,Home Loan,CA,3,65234,0
26,77171,89292,3,Married,Self-Employed,Master's,48.86,Mortgage,20,Personal,AZ,0,65482,0
53,71435,6630,3,Divorced,Self-Employed,Bachelor's,13.9,Rent,28,Home Loan,CA,0,98695,0
55,41584,26387,1,Single,Self-Employed,Master's,29.69,Mortgage,3,Education,FL,1,29199,0
31,36990,12622,2,Single,Unemployed,Bachelor's,38.23,Rent,19,Auto Loan,CA,2,41273,0
27,45211,49643,3,Divorced,Unemployed,Bachelor's,13.91,Rent,2,Personal,FL,1,39625,0
50,94193,51004,1,Single,Employed,Bachelor's,38.75,Rent,14,Education,FL,1,36499,1
37,70450,44732,4,Married,Unemployed,High School,17.5,Mortgage,21,Personal,FL,1,77318,0
38,96110,82420,3,Married,Employed,High School,25.85,Rent,20,Home Loan,AZ,4,94600,0
57,113192,40710,4,Divorced,Self-Employed,Master's,39.37,Own,13,Home Loan,AZ,1,72557,0
35,90708,10484,3,Married,Self-Employed,Bachelor's,10.67,Rent,24,Education,CA,0,45932,0
42,74093,10286,3,Single,Employed,High School,29.94,Rent,3,Education,FL,1,24457,0
55,38581,6638,4,Divorced,Unemployed,Bachelor's,37.99,Rent,0,Auto Loan,CA,3,69094,0
44,100978,35441,0,Single,Self-Employed,High School,21.18,Mortgage,16,Auto Loan,AZ,4,34017,1
29,76701,97857,1,Divorced,Employed,High School,34.56,Rent,13,Auto Loan,FL,0,58812,0
33,70399,63506,1,Married,Self-Employed,Bachelor's,16.8,Rent,14,Education,AZ,4,11824,1
49,114026,49396,1,Single,Self-Employed,Bachelor's,12.34,Own,2,Home Loan,CA,0,14074,1
43,90483,25339,4,Married,Self-Employed,High School,45.06,Own,6,Home Loan,CA,3,56104,0
55,118133,81363,1,Married,Unemployed,High School,16.89,Own,16,Home Loan,FL,2,91278,0
48,93974,83464,1,Married,Self-Employed,Master's,19.15,Mortgage,14,Home Loan,CA,4,61400,1
28,126649,4973,2,Single,Self-Employed,Master's,42.29,Own,16,Auto Loan,CA,4,80062,0
48,117758,2555,1,Married,Self-Employed,Bachelor's,23.44,Rent,6,Education,AZ,0,29078,0
31,97360,33011,1,Married,Employed,High School,26.84,Rent,13,Home Loan,CA,3,26130,1
44,96728,38265,1,Divorced,Employed,Bachelor's,10.96,Rent,21,Home Loan,CA,4,62285,1
42,132783,97932,2,Married,Employed,High School,44.55,Own,28,Auto Loan,CA,1,21701,0
40,98747,71847,0,Married,Employed,Master's,28.12,Rent,28,Personal,AZ,4,78267,1
58,126671,913,2,Divorced,Employed,High School,28.15,Mortgage,22,Education,CA,1,99388,0
40,98409,46011,2,Married,Employed,High School,45.18,Mortgage,14,Home Loan,FL,3,74946,0
37,67768,56434,0,Single,Employed,Master's,36.93,Own,19,Personal,FL,4,25029,1
47,149252,42007,1,Single,Employed,Master's,18.82,Own,3,Personal,FL,0,28092,1
47,140660,48761,3,Divorced,Employed,Bachelor's,13.78,Rent,15,Home Loan,FL,1,68740,0
40,79678,75577,0,Single,Unemployed,Bachelor's,16.92,Rent,6,Education,AZ,1,48461,0
40,137325,70075,2,Divorced,Self-Employed,High School,38.46,Mortgage,21,Auto Loan,AZ,1,73844,0
35,110148,43189,0,Single,Employed,High School,27.72,Rent,11,Personal,AZ,1,30538,1
25,68466,57502,1,Single,Employed,Bachelor's,38.03,Own,15,Personal,AZ,0,96573,0
29,34989,78148,2,Divorced,Self-Employed,Master's,36.96,Rent,1,Home Loan,CA,0,80503,0
53,107287,70471,2,Married,Unemployed,Bachelor's,32.75,Rent,20,Auto Loan,AZ,1,96208,0
34,89092,64898,4,Divorced,Self-Employed,Bachelor's,23.01,Mortgage,3,Auto Loan,FL,4,59547,0
42,101871,76969,0,Married,Employed,Bachelor's,16.67,Rent,5,Auto Loan,FL,0,16984,1
49,129727,28592,0,Married,Self-Employed,High School,35.25,Mortgage,18,Personal,CA,0,33632,1
34,136444,26457,0,Married,Employed,Master's,48.69,Own,12,Auto Loan,FL,0,66431,0
29,89999,4718,1,Divorced,Unemployed,Master's,18.57,Rent,5,Personal,FL,4,55621,0
56,91999,28677,2,Married,Unemployed,High School,24.53,Mortgage,12,Personal,FL,0,48712,0
29,104279,83413,3,Single,Self-Employed,Master's,46.78,Own,15,Personal,CA,3,51207,0
58,55446,36391,1,Single,Employed,Master's,38.05,Mortgage,5,Home Loan,CA,3,22378,0
44,122991,82475,0,Married,Employed,Master's,12.7,Rent,9,Auto Loan,CA,4,15618,1
38,92199,22852,4,Single,Self-Employed,Master's,49.4,Own,8,Personal,CA,3,57751,0
37,131024,19583,1,Single,Self-Employed,Master's,14.3,Own,2,Auto Loan,AZ,3,18742,1
30,86106,72359,0,Married,Self-Employed,Bachelor's,22.58,Own,2,Home Loan,AZ,2,19442,1
31,82193,83710,1,Married,Employed,Master's,33.36,Own,5,Home Loan,CA,2,27418,1
50,111025,54729,3,Single,Employed,High School,41.47,Mortgage,9,Auto Loan,FL,4,73136,0
43,85797,54576,0,Single,Self-Employed,Bachelor's,10.92,Rent,5,Auto Loan,AZ,2,9367,1
36,100805,22944,1,Single,Self-Employed,Master's,17.91,Rent,12,Auto Loan,FL,4,18058,1
27,128225,9140,2,Single,Employed,Bachelor's,24.17,Mortgage,29,Home Loan,FL,3,72164,0
27,124995,27252,4,Single,Unemployed,Master's,30.33,Own,16,Home Loan,FL,1,92998,0
32,96250,42150,1,Married,Self-Employed,Bachelor's,20.13,Rent,10,Personal,FL,3,19371,1
47,112895,51863,0,Single,Self-Employed,High School,44.2,Rent,3,Auto Loan,AZ,4,49896,0
55,76518,73761,1,Single,Self-Employed,High School,36.07,Own,20,Personal,CA,0,35024,0
41,67162,81769,0,Married,Self-Employed,High School,23.79,Own,20,Auto Loan,AZ,0,69417,1
43,116352,62726,0,Single,Employed,Bachelor's,22.42,Own,2,Auto Loan,FL,3,26084,1
30,44903,17469,1,Single,Unemployed,Master's,45.52,Own,8,Home Loan,CA,2,40598,0
29,112959,73318,2,Divorced,Unemployed,Master's,12.42,Rent,0,Home Loan,FL,0,44229,0
49,142011,54017,2,Single,Self-Employed,Master's,39.88,Own,21,Auto Loan,CA,2,99291,0
35,83250,18000,0,Single,Employed,Master's,26.79,Own,16,Education,AZ,1,22302,1
46,52241,23621,1,Divorced,Unemployed,Master's,11.71,Mortgage,11,Personal,AZ,4,57761,0
44,50564,13428,4,Divorced,Employed,Bachelor's,28.63,Own,15,Education,AZ,3,41034,0
44,98877,61117,2,Single,Unemployed,High School,35.62,Own,10,Home Loan,AZ,2,87417,0
41,118099,33768,0,Single,Employed,High School,41.45,Own,20,Education,FL,0,48952,0
55,142269,94235,1,Single,Self-Employed,Bachelor's,24.11,Own,11,Personal,AZ,3,67856,0
49,77052,28761,0,Single,Employed,High School,13.53,Mortgage,29,Auto Loan,FL,1,29324,1
53,57986,49995,4,Married,Unemployed,Master's,17.92,Mortgage,2,Auto Loan,CA,2,99055,0
58,111816,32326,2,Married,Employed,Master's,27.07,Mortgage,8,Personal,FL,2,68577,0
41,99229,60865,4,Married,Unemployed,Bachelor's,45.0,Own,7,Education,AZ,0,74294,0
58,56812,9802,0,Married,Self-Employed,High School,26.34,Own,11,Home Loan,FL,3,60439,0
38,148379,85457,0,Single,Self-Employed,High School,22.08,Own,15,Home Loan,CA,3,32762,1
42,71175,48258,1,Single,Employed,Master's,34.07,Rent,16,Personal,FL,4,24249,1
26,128361,12318,0,Married,Self-Employed,Master's,32.25,Mortgage,24,Home Loan,CA,3,26440,0
33,102676,39634,0,Single,Unemployed,Master's,24.93,Mortgage,29,Education,AZ,0,27349,0
58,117047,19222,0,Divorced,Unemployed,High School,43.92,Rent,9,Home Loan,CA,0,43681,0
30,131637,19348,1,Married,Employed,Master's,41.98,Mortgage,22,Education,CA,0,47241,0
34,73826,58952,0,Married,Employed,Bachelor's,30.26,Own,8,Education,AZ,2,22338,1
32,88040,97554,3,Single,Employed,Master's,49.1,Rent,24,Personal,AZ,2,30462,0
48,117187,36423,2,Divorced,Self-Employed,High School,40.69,Mortgage,28,Personal,FL,0,93591,0
52,75677,41335,4,Single,Employed,Master's,45.03,Own,2,Auto Loan,CA,0,73080,0
44,36849,17956,1,Married,Unemployed,Bachelor's,41.89,Own,3,Home Loan,FL,3,20074,0
48,69493,93174,0,Single,Self-Employed,High School,48.5,Rent,23,Personal,CA,1,33701,0
49,116498,61863,4,Married,Unemployed,Bachelor's,27.66,Mortgage,28,Personal,AZ,4,43531,0
50,92704,24894,0,Single,Self-Employed,Master's,13.36,Rent,17,Education,FL,3,12381,1
38,109558,43666,1,Married,Self-Employed,Bachelor's,44.27,Rent,13,Home Loan,FL,3,48498,0
42,109465,22076,0,Divorced,Employed,High School,20.36,Own,1,Personal,CA,2,28586,1
34,130745,40398,1,Single,Employed,Bachelor's,48.03,Own,13,Education,FL,4,62801,0
38,73724,86498,1,Single,Employed,Master's,35.59,Mortgage,24,Home Loan,FL,2,82451,1
56,70536,24093,0,Married,Unemployed,High School,31.3,Rent,29,Personal,AZ,1,81168,0
40,129649,4924,4,Single,Unemployed,High School,48.96,Rent,12,Auto Loan,CA,4,68951,0
30,91979,95320,0,Single,Self-Employed,Master's,28.23,Own,7,Education,FL,2,25968,1
36,80161,83090,1,Married,Employed,Bachelor's,35.84,Rent,16,Auto Loan,CA,2,75554,1
37,134755,82182,0,Single,Self-Employed,High School,10.96,Rent,0,Personal,AZ,1,62371,1
32,128280,35974,1,Single,Unemployed,Master's,21.17,Own,14,Auto Loan,CA,3,69576,0
46,118522,85064,1,Married,Self-Employed,Bachelor's,41.08,Own,24,Personal,FL,4,48687,0
42,77984,66212,0,Divorced,Employed,High School,28.95,Own,4,Education,AZ,0,61127,1
29,56309,57931,4,Single,Self-Employed,Bachelor's,22.52,Own,24,Education,CA,0,51162,0
44,38303,12182,4,Married,Unemployed,Bachelor's,34.78,Own,16,Personal,AZ,4,21719,0
47,114424,22090,0,Divorced,Self-Employed,Bachelor's,36.34,Own,2,Education,FL,2,42089,1
50,103041,65181,1,Single,Self-Employed,Master's,26.72,Rent,18,Personal,AZ,4,27532,1
50,110040,27370,0,Single,Self-Employed,Master's,19.47,Mortgage,4,Personal,FL,0,53087,1
26,143603,67978,2,Married,Employed,High School,11.37,Own,18,Personal,FL,3,59005,0
34,66735,47326,2,Single,Unemployed,High School,42.74,Rent,1,Home Loan,CA,3,67441,0
38,51245,70586,3,Married,Self-Employed,Master's,18.76,Rent,8,Auto Loan,CA,1,77208,0
37,44628,90232,3,Single,Unemployed,High School,44.33,Rent,1,Auto Loan,AZ,0,84975,0
43,61499,28999,1,Single,Employed,High School,33.03,Mortgage,7,Home Loan,CA,1,71084,1
39,134340,72072,0,Married,Unemployed,Bachelor's,16.48,Mortgage,22,Auto Loan,FL,2,44616,0
25,93961,89108,1,Single,Unemployed,Bachelor's,41.77,Rent,28,Education,FL,4,56967,0
38,99335,95343,0,Single,Self-Employed,Master's,28.86,Own,6,Personal,FL,2,28665,1
52,82131,49995,2,Single,Self-Employed,High School,25.92,Own,4,Personal,AZ,1,74319,0
51,56523,47577,1,Divorced,Employed,Bachelor's,16.62,Mortgage,15,Home Loan,AZ,0,54155,0
41,92692,52729,1,Married,Employed,High School,37.16,Rent,16,Education,CA,1,34445,1
58,146819,99259,4,Married,Self-Employed,Bachelor's,15.13,Rent,22,Home Loan,CA,3,22990,0
41,60730,72628,0,Married,Self-Employed,Bachelor's,18.7,Rent,4,Home Loan,CA,1,11357,1
57,60469,2584,4,Single,Employed,High School,16.01,Rent,4,Personal,FL,0,50194,0
43,132078,49421,1,Married,Self-Employed,Bachelor's,43.59,Own,10,Auto Loan,CA,4,57574,0
39,33738,948,4,Divorced,Self-Employed,Master's,29.24,Rent,4,Auto Loan,CA,2,35013,0
49,123803,79504,0,Divorced,Unemployed,Bachelor's,25.37,Rent,10,Education,FL,1,49538,0
26,103979,93309,0,Single,Employed,Bachelor's,22.28,Mortgage,7,Education,AZ,0,57574,0
37,119357,91190,2,Married,Unemployed,Master's,33.1,Mortgage,26,Auto Loan,CA,0,56357,0
31,106928,81447,0,Married,Self-Employed,High School,37.12,Own,3,Auto Loan,CA,4,39690,1
38,104826,47893,1,Married,Self-Employed,Bachelor's,35.3,Rent,16,Home Loan,FL,4,36999,1
35,132845,59554,0,Married,Employed,Master's,19.16,Own,1,Personal,CA,1,73260,1
28,35750,59692,2,Divorced,Unemployed,Master's,27.16,Own,22,Auto Loan,CA,4,78459,0
35,81701,68887,0,Married,Employed,Bachelor's,46.77,Own,6,Education,AZ,0,38213,0
37,101070,98329,0,Single,Employed,Master's,27.71,Own,9,Home Loan,AZ,2,28008,1
45,106855,62579,2,Divorced,Self-Employed,High School,47.51,Rent,15,Education,CA,0,49763,0
46,144532,21148,2,Divorced,Self-Employed,Master's,27.28,Own,6,Personal,CA,3,75002,0
29,91345,75972,0,Single,Unemployed,Bachelor's,47.53,Mortgage,12,Auto Loan,AZ,3,88889,0
51,112587,52533,2,Divorced,Employed,Bachelor's,25.98,Rent,4,Auto Loan,FL,0,79939,0
35,67416,82215,1,Single,Self-Employed,Master's,16.45,Own,15,Auto Loan,CA,0,11093,1
50,149518,16813,0,Married,Employed,Master's,42.02,Rent,10,Personal,CA,4,62821,0
31,149770,94468,2,Single,Unemployed,Master's,20.64,Own,11,Auto Loan,AZ,3,85122,0
36,119788,48655,1,Married,Self-Employed,Master's,21.58,Rent,25,Auto Loan,CA,3,39388,1
39,78950,84286,1,Married,Employed,High School,39.36,Own,7,Home Loan,AZ,1,31074,1
46,112060,50149,3,Married,Self-Employed,Master's,42.82,Own,27,Education,FL,0,20951,0
39,105735,31515,1,Single,Employed,High School,34.93,Rent,5,Home Loan,FL,3,36932,1
54,68583,62155,1,Single,Unemployed,High School,33.63,Mortgage,4,Auto Loan,AZ,0,63064,0
58,47735,73429,4,Married,Employed,Bachelor's,48.94,Mortgage,21,Home Loan,CA,2,83613,0
46,38055,8712,4,Married,Employed,Master's,41.98,Mortgage,20,Auto Loan,CA,0,46549,0
30,60041,98101,1,Married,Self-Employed,Master's,34.67,Own,8,Auto Loan,CA,1,20817,1
55,132414,89129,0,Divorced,Self-Employed,Bachelor's,38.31,Mortgage,17,Education,FL,1,65366,0
30,86243,25464,4,Divorced,Unemployed,Bachelor's,19.06,Rent,23,Personal,CA,2,70450,0
53,82807,66214,0,Divorced,Self-Employed,High School,25.49,Own,12,Personal,CA,0,36366,0
36,61489,91212,3,Married,Employed,Master's,23.04,Mortgage,20,Education,AZ,2,50529,0
52,84503,72923,1,Divorced,Unemployed,Master's,16.35,Own,14,Personal,CA,1,62033,0
42,46088,56982,0,Married,Self-Employed,High School,46.83,Rent,8,Home Loan,CA,1,46729,0
43,124905,95430,0,Single,Unemployed,High School,29.19,Own,27,Home Loan,FL,0,20928,0
51,73212,96386,1,Married,Self-Employed,Bachelor's,19.73,Rent,14,Home Loan,AZ,1,54279,0
28,66709,44831,0,Single,Employed,Master's,41.37,Mortgage,18,Personal,AZ,0,86886,0
43,137697,55617,4,Divorced,Unemployed,Bachelor's,20.19,Rent,29,Personal,AZ,0,52923,0
49,120731,41983,0,Married,Employed,High School,22.9,Own,28,Home Loan,FL,3,27647,1
41,90891,39147,2,Divorced,Self-Employed,Master's,18.49,Mortgage,14,Education,AZ,4,94556,0
56,113144,83244,2,Married,Unemployed,Bachelor's,11.83,Rent,18,Personal,FL,3,69268,0
44,61062,829,1,Divorced,Unemployed,High School,43.54,Mortgage,10,Auto Loan,AZ,2,61628,0
33,98039,41316,2,Divorced,Self-Employed,High School,37.57,Mortgage,12,Education,CA,3,78785,0
50,101473,31716,3,Married,Self-Employed,Master's,38.16,Mortgage,13,Home Loan,CA,2,26324,0
32,50118,35268,4,Divorced,Self-Employed,Bachelor's,49.86,Mortgage,27,Personal,FL,2,89850,0
47,130420,78076,1,Married,Employed,Bachelor's,49.39,Rent,4,Auto Loan,FL,2,64413,0
50,43290,28118,4,Married,Employed,Bachelor's,29.86,Own,11,Auto Loan,FL,0,27290,0
26,121516,7805,1,Single,Unemployed,Master's,13.77,Own,8,Home Loan,CA,2,57336,0
30,87444,42583,0,Married,Employed,Master's,34.23,Rent,5,Personal,CA,3,29931,1
43,89036,49856,4,Married,Unemployed,High School,24.29,Rent,15,Personal,CA,4,45090,0
48,109979,48763,0,Divorced,Employed,Master's,19.54,Rent,15,Personal,AZ,4,23924,1
49,42467,37616,1,Married,Self-Employed,Master's,12.62,Rent,19,Education,FL,0,41218,0
38,128196,99366,1,Single,Employed,Master's,25.29,Own,10,Personal,FL,3,32427,1
39,133688,16090,1,Single,Employed,Bachelor's,35.76,Rent,7,Personal,FL,2,47813,1
40,68600,4290,1,Single,Unemployed,High School,28.03,Rent,26,Personal,CA,2,41437,0
57,86767,99518,4,Single,Employed,Bachelor's,22.73,Rent,0,Education,AZ,0,55936,0
48,103843,57123,0,Married,Self-Employed,High School,46.86,Rent,15,Education,AZ,2,48660,0
30,144276,48412,3,Single,Unemployed,Bachelor's,44.65,Mortgage,21,Auto Loan,AZ,0,22301,0
26,60755,69147,3,Married,Unemployed,Master's,26.51,Rent,4,Auto Loan,AZ,3,61072,0
48,88457,78856,1,Single,Employed,High School,33.18,Own,4,Auto Loan,FL,4,29352,1
34,125025,69864,1,Married,Self-Employed,Bachelor's,34.86,Rent,9,Home Loan,CA,0,43587,1
54,34067,11163,3,Married,Self-Employed,Bachelor's,20.43,Rent,26,Education,CA,2,58056,0
49,88841,30488,2,Single,Unemployed,High School,23.66,Mortgage,9,Personal,CA,3,48948,0
43,117605,77005,2,Divorced,Unemployed,Master's,42.47,Own,23,Home Loan,AZ,3,79527,0
35,117389,44567,0,Single,Employed,High School,17.47,Rent,15,Auto Loan,FL,1,91346,1
37,33220,18465,3,Divorced,Self-Employed,High School,39.55,Own,13,Home Loan,AZ,3,90370,0
30,64117,94023,1,Married,Employed,High School,31.66,Own,10,Auto Loan,AZ,1,20299,1
30,57222,88738,2,Single,Self-Employed,Bachelor's,40.14,Own,12,Auto Loan,FL,3,69874,0
28,116149,24373,3,Divorced,Self-Employed,Bachelor's,17.24,Rent,3,Home Loan,AZ,0,53222,0
50,114657,9685,1,Divorced,Self-Employed,Bachelor's,31.05,Rent,8,Home Loan,CA,3,55218,0
46,143666,48542,0,Single,Employed,Bachelor's,22.61,Own,28,Auto Loan,FL,1,32488,1
29,126471,39625,3,Divorced,Self-Employed,Bachelor's,33.73,Rent,14,Auto Loan,AZ,3,23652,0
37,143871,1167,1,Married,Employed,High School,40.0,Own,27,Personal,FL,1,63283,0
42,73114,82696,2,Married,Employed,High School,45.13,Own,24,Personal,FL,0,49464,0
51,52089,98084,3,Single,Employed,High School,42.19,Mortgage,29,Education,AZ,2,30945,0
26,106328,19436,3,Divorced,Unemployed,Bachelor's,28.7,Rent,26,Education,AZ,4,62924,0
36,139395,80156,0,Single,Employed,Master's,43.32,Own,15,Auto Loan,CA,3,60383,0
45,147130,57812,4,Divorced,Self-Employed,High School,21.55,Own,17,Personal,FL,4,99287,0
37,115940,29562,1,Married,Self-Employed,Bachelor's,20.09,Own,18,Auto Loan,CA,2,23295,1
35,96043,21785,1,Single,Employed,Master's,36.76,Rent,7,Home Loan,CA,0,35303,1
50,126916,19592,3,Single,Self-Employed,High School,20.56,Own,1,Auto Loan,AZ,3,39158,0
43,128297,15513,1,Single,Self-Employed,Master's,47.73,Rent,17,Personal,AZ,4,85107,0
40,71600,62985,1,Single,Employed,High School,31.62,Rent,9,Personal,AZ,3,22640,1
51,128234,89486,3,Single,Employed,Bachelor's,18.46,Rent,12,Auto Loan,AZ,4,49620,0
58,106674,49923,3,Married,Employed,Bachelor's,15.05,Rent,1,Personal,AZ,0,23285,0
52,145562,86013,1,Single,Employed,Master's,20.2,Mortgage,23,Personal,AZ,3,32668,0
32,106111,82678,3,Single,Employed,Bachelor's,19.47,Own,21,Education,AZ,1,39657,0
25,74849,49104,1,Single,Self-Employed,High School,33.48,Rent,14,Education,CA,4,94401,0
53,111818,72468,1,Divorced,Unemployed,Bachelor's,23.14,Own,8,Auto Loan,CA,1,79966,0
35,82646,29038,3,Married,Unemployed,High School,42.97,Rent,8,Home Loan,FL,0,59086,0
37,146013,58125,1,Single,Unemployed,Bachelor's,10.72,Rent,6,Auto Loan,AZ,0,68137,0
50,87600,28135,1,Divorced,Employed,Bachelor's,28.74,Rent,7,Personal,FL,2,30837,1
49,69496,40803,0,Married,Self-Employed,High School,21.26,Own,14,Personal,CA,0,14778,1
45,137778,65962,0,Married,Self-Employed,Master's,26.24,Own,29,Auto Loan,FL,0,39030,1
55,84695,83249,3,Divorced,Employed,Bachelor's,38.07,Own,10,Personal,FL,2,81381,0
31,55116,81750,2,Married,Self-Employed,High School,41.43,Own,27,Education,AZ,0,83153,0
47,73015,29303,3,Divorced,Unemployed,Master's,47.41,Mortgage,11,Auto Loan,CA,3,23383,0
48,137939,57816,1,Married,Employed,Master's,24.05,Rent,29,Education,FL,0,41066,1
45,77366,17134,0,Single,Employed,High School,20.54,Own,9,Personal,AZ,2,15888,1
35,75199,85166,0,Married,Employed,Master's,36.86,Mortgage,8,Auto Loan,AZ,0,94186,1
28,74869,16762,2,Married,Unemployed,Master's,21.28,Own,21,Home Loan,FL,3,27009,0
43,68831,61260,0,Married,Employed,Master's,29.16,Mortgage,25,Personal,CA,0,90809,1
41,88546,34900,3,Single,Self-Employed,Bachelor's,49.9,Mortgage,18,Personal,AZ,3,71271,0
30,64813,42838,4,Married,Employed,Master's,39.7,Mortgage,23,Personal,AZ,1,95018,0
